"사용월","호선명","지하철역","승차인원","하차인원","작업일자","비고"
"USE_MON","LINE_NUM","SUB_STA_NM","RIDE_PASGR_NUM","ALIGHT_PASGR_NUM","WORK_DT","COMMT"
"201410","3호선","충무로","33","0","20141109",""
"201410","3호선","을지로3가","291828","316826","20141109",""
"201410","3호선","종로3가","264820","348448","20141109",""
"201410","3호선","안국","921738","1026668","20141109",""
"201410","3호선","경복궁","829136","898368","20141109",""
"201410","3호선","독립문","259434","268136","20141109",""
"201410","3호선","무악재","137202","135613","20141109",""
"201410","3호선","홍제","661904","616561","20141109",""
"201410","3호선","녹번","489727","421188","20141109",""
"201410","3호선","불광","600410","658123","20141109",""
"201410","3호선","연신내","1304984","1211783","20141109",""
"201410","3호선","구파발","564653","460956","20141109",""
"201410","3호선","지축","48461","51964","20141109",""
"201410","2호선","용두","68672","74533","20141109",""
"201410","2호선","신정네거리","342854","338889","20141109",""
"201410","2호선","양천구청","228359","241613","20141109",""
"201410","2호선","도림천","28277","32266","20141109",""
"201410","2호선","신설동","121568","116147","20141109",""
"201410","2호선","신답","43939","49262","20141109",""
"201410","2호선","용답","77699","78624","20141109",""
"201410","2호선","충정로","362173","397940","20141109",""
"201410","2호선","아현","280690","271708","20141109",""
"201410","2호선","이대","792201","826109","20141109",""
"201410","2호선","신촌","1622153","1654232","20141109",""
"201410","2호선","홍대입구","2217268","2370744","20141109",""
"201410","2호선","합정","1148584","1092762","20141109",""
"201410","2호선","당산","765744","828803","20141109",""
"201410","2호선","영등포구청","668943","669008","20141109",""
"201410","2호선","문래","583547","588362","20141109",""
"201410","2호선","신도림","2104568","2100221","20141109",""
"201410","2호선","대림","970927","1007302","20141109",""
"201410","2호선","구로디지털단지","1947345","1956808","20141109",""
"201410","2호선","신대방","840212","805304","20141109",""
"201410","2호선","신림","2270073","2205644","20141109",""
"201410","2호선","봉천","762628","697442","20141109",""
"201410","2호선","서울대입구","1677320","1648313","20141109",""
"201410","2호선","낙성대","956981","916341","20141109",""
"201410","2호선","사당","1403216","1559089","20141109",""
"201410","2호선","방배","687784","699685","20141109",""
"201410","2호선","서초","714706","716342","20141109",""
"201410","2호선","교대","1209970","1363733","20141109",""
"201410","2호선","강남","2961831","3038452","20141109",""
"201410","2호선","역삼","1370177","1540828","20141109",""
"201410","2호선","선릉","1703805","1500472","20141109",""
"201410","2호선","삼성","1748714","1816042","20141109",""
"201410","2호선","종합운동장","587386","655291","20141109",""
"201410","2호선","신천","846884","813177","20141109",""
"201410","2호선","잠실","2712664","2478158","20141109",""
"201410","2호선","잠실나루","585241","562255","20141109",""
"201410","2호선","강변","1671202","1653751","20141109",""
"201410","2호선","구의","725568","709135","20141109",""
"201410","2호선","건대입구","1355731","1483559","20141109",""
"201410","2호선","성수","724233","798399","20141109",""
"201410","2호선","뚝섬","486464","508461","20141109",""
"201410","2호선","한양대","405209","475097","20141109",""
"201410","2호선","왕십리","633110","517579","20141109",""
"201410","2호선","상왕십리","318164","301422","20141109",""
"201410","2호선","신당","464226","488171","20141109",""
"201410","2호선","동대문역사문화공원","599900","702691","20141109",""
"201410","2호선","을지로4가","394266","395735","20141109",""
"201410","2호선","을지로3가","572771","578497","20141109",""
"201410","2호선","을지로입구","1602536","1603305","20141109",""
"201410","2호선","시청","772107","761852","20141109",""
"201410","1호선","동묘앞","299791","315643","20141109",""
"201410","1호선","청량리(지하)","955418","982227","20141109",""
"201410","1호선","제기동","632353","651813","20141109",""
"201410","1호선","신설동","531123","518247","20141109",""
"201410","1호선","동대문","508408","595267","20141109",""
"201410","1호선","종로5가","843805","852482","20141109",""
"201410","1호선","종로3가","1135696","1038175","20141109",""
"201410","1호선","종각","1415915","1351339","20141109",""
"201410","1호선","시청","771122","784896","20141109",""
"201410","1호선","서울역","2323121","2085804","20141109",""
"201409","중앙선","용문","104740","102868","20141009",""
"201409","중앙선","원덕","12315","11643","20141009",""
"201409","중앙선","양평","123885","123076","20141009",""
"201409","중앙선","오빈","10294","10112","20141009",""
"201409","중앙선","아신","28697","29556","20141009",""
"201409","중앙선","국수","30550","29683","20141009",""
"201409","중앙선","신원","12626","9991","20141009",""
"201409","중앙선","양수","66235","65448","20141009",""
"201409","중앙선","운길산","45648","41420","20141009",""
"201409","중앙선","팔당","35729","36915","20141009",""
"201409","중앙선","도심","76414","66225","20141009",""
"201409","중앙선","덕소","195145","197706","20141009",""
"201409","중앙선","양정","27603","23723","20141009",""
"201409","중앙선","도농","272296","234959","20141009",""
"201409","중앙선","구리","403374","423073","20141009",""
"201409","중앙선","양원","59911","65092","20141009",""
"201409","중앙선","망우","231324","230317","20141009",""
"201409","중앙선","상봉","163865","156119","20141009",""
"201409","중앙선","중랑","177447","166805","20141009",""
"201409","중앙선","회기","904780","889029","20141009",""
"201409","장항선","신창","89303","88055","20141009",""
"201409","장항선","온양온천","162840","164738","20141009",""
"201409","장항선","배방","29093","27477","20141009",""
"201409","장항선","아산","81112","70848","20141009",""
"201409","장항선","쌍용동","96691","90510","20141009",""
"201409","장항선","봉명","45170","43875","20141009",""
"201409","일산선","대화","440002","348551","20141009",""
"201409","일산선","주엽","286120","292313","20141009",""
"201409","일산선","정발산","268946","284921","20141009",""
"201409","일산선","마두","254060","265788","20141009",""
"201409","일산선","백석","303549","287335","20141009",""
"201409","일산선","대곡","41011","31118","20141009",""
"201409","일산선","화정","593982","611002","20141009",""
"201409","일산선","원당","395476","368402","20141009",""
"201409","일산선","삼송","361510","335659","20141009",""
"201409","안산선","수리산","145263","119113","20141009",""
"201409","안산선","오이도","236485","229871","20141009",""
"201409","안산선","정왕","310658","328642","20141009",""
"201409","안산선","신길온천","56635","52508","20141009",""
"201409","안산선","안산","595401","548076","20141009",""
"201409","안산선","초지","162890","157816","20141009",""
"201409","안산선","고잔","292863","289550","20141009",""
"201409","안산선","중앙","529096","551457","20141009",""
"201409","안산선","한대앞","320098","312603","20141009",""
"201409","안산선","상록수","670796","658471","20141009",""
"201409","안산선","반월","162578","152166","20141009",""
"201409","안산선","대야미","123346","110944","20141009",""
"201409","안산선","산본","553351","588819","20141009",""
"201409","수인선","송도","110401","112147","20141009",""
"201409","수인선","연수","102758","99090","20141009",""
"201409","수인선","원인재","116807","123091","20141009",""
"201409","수인선","남동인더스파크","50690","56216","20141009",""
"201409","수인선","호구포","78667","81401","20141009",""
"201409","수인선","인천논현","144917","148587","20141009",""
"201409","수인선","소래포구","186302","181549","20141009",""
"201409","수인선","월곶","74905","66836","20141009",""
"201409","분당선","매교","69223","67737","20141009",""
"201409","분당선","수원시청","270283","299068","20141009",""
"201409","분당선","매탄권선","113696","106680","20141009",""
"201409","분당선","망포","316199","291240","20141009",""
"201409","분당선","영통","246708","255635","20141009",""
"201409","분당선","청명","119552","111187","20141009",""
"201409","분당선","상갈","145098","136600","20141009",""
"201409","분당선","기흥","310726","307763","20141009",""
"201409","분당선","신갈","126237","120972","20141009",""
"201409","분당선","구성","151852","155387","20141009",""
"201409","분당선","죽전","677967","717798","20141009",""
"201409","분당선","보정","90162","70484","20141009",""
"201409","분당선","이매","153942","147542","20141009",""
"201409","분당선","오리","465510","388040","20141009",""
"201409","분당선","미금","636790","671430","20141009",""
"201409","분당선","정자","440248","478507","20141009",""
"201409","분당선","수내","385991","388335","20141009",""
"201409","분당선","서현","743420","768821","20141009",""
"201409","분당선","야탑","799796","843101","20141009",""
"201409","분당선","모란","712295","684391","20141009",""
"201409","분당선","태평","416039","395780","20141009",""
"201409","분당선","가천대","317296","368426","20141009",""
"201409","분당선","선정릉","235506","262378","20141009",""
"201409","분당선","강남구청","208766","244016","20141009",""
"201409","분당선","압구정로데오","390348","442628","20141009",""
"201409","분당선","서울숲","169380","165299","20141009",""
"201409","분당선","수원","267143","158026","20141009",""
"201409","분당선","복정","3","0","20141009",""
"201409","분당선","수서","216515","221008","20141009",""
"201409","분당선","대모산입구","116215","104714","20141009",""
"201409","분당선","개포동","111699","112020","20141009",""
"201409","분당선","구룡","61270","60691","20141009",""
"201409","분당선","도곡","164978","205329","20141009",""
"201409","분당선","한티","371180","388202","20141009",""
"201409","분당선","선릉","219621","430196","20141009",""
"201409","과천선","범계","940452","941004","20141009",""
"201409","과천선","평촌","417329","407755","20141009",""
"201409","과천선","인덕원","705403","694536","20141009",""
"201409","과천선","정부과천청사","347379","341888","20141009",""
"201409","과천선","과천","170249","145961","20141009",""
"201409","과천선","대공원","225571","234592","20141009",""
"201409","과천선","경마공원","190050","194960","20141009",""
"201409","과천선","선바위","258299","213860","20141009",""
"201409","공항철도 1호선","인천국제공항","348336","329583","20141009",""
"201409","공항철도 1호선","공항화물청사","64061","66196","20141009",""
"201409","공항철도 1호선","운서","179919","180087","20141009",""
"201409","공항철도 1호선","청라국제도시","136267","130289","20141009",""
"201409","공항철도 1호선","검암","507379","465533","20141009",""
"201409","공항철도 1호선","계양","308795","282098","20141009",""
"201409","공항철도 1호선","김포공항","225665","174860","20141009",""
"201409","공항철도 1호선","디지털미디어시티","259670","228126","20141009",""
"201409","공항철도 1호선","홍대입구","188126","177582","20141009",""
"201409","공항철도 1호선","공덕","45302","49511","20141009",""
"201409","공항철도 1호선","서울역","517976","544305","20141009",""
"201409","경춘선","춘천","100491","86022","20141009",""
"201409","경춘선","남춘천","112573","121339","20141009",""
"201409","경춘선","김유정","20288","19456","20141009",""
"201409","경춘선","강촌","32432","31607","20141009",""
"201409","경춘선","백양리","4883","4527","20141009",""
"201409","경춘선","굴봉산","9822","9864","20141009",""
"201409","경춘선","가평","78557","80272","20141009",""
"201409","경춘선","상천","18655","16348","20141009",""
"201409","경춘선","청평","68929","68051","20141009",""
"201409","경춘선","대성리","28755","28692","20141009",""
"201409","경춘선","마석","113023","119907","20141009",""
"201409","경춘선","천마산","28203","27238","20141009",""
"201409","경춘선","평내호평","169745","163576","20141009",""
"201409","경춘선","금곡","43799","41928","20141009",""
"201409","경춘선","사릉","114960","107298","20141009",""
"201409","경춘선","퇴계원","102046","91066","20141009",""
"201409","경춘선","별내","54880","52080","20141009",""
"201409","경춘선","갈매","9416","9491","20141009",""
"201409","경춘선","신내","15003","17850","20141009",""
"201409","경인선","도화","117491","106762","20141009",""
"201409","경인선","중동","313098","290763","20141009",""
"201409","경인선","온수","223832","209749","20141009",""
"201409","경인선","도원","140269","140609","20141009",""
"201409","경인선","간석","205644","196267","20141009",""
"201409","경인선","부개","335487","311913","20141009",""
"201409","경인선","소사","428377","417780","20141009",""
"201409","경인선","구일","169528","163694","20141009",""
"201409","경인선","인천","145712","145739","20141009",""
"201409","경인선","동인천","628551","584170","20141009",""
"201409","경인선","제물포","251066","230411","20141009",""
"201409","경인선","주안","956809","960694","20141009",""
"201409","경인선","동암","807832","791438","20141009",""
"201409","경인선","백운","285120","281127","20141009",""
"201409","경인선","부평","1201654","1327601","20141009",""
"201409","경인선","송내","1096986","1063233","20141009",""
"201409","경인선","부천","1308557","1291999","20141009",""
"201409","경인선","역곡","928439","897769","20141009",""
"201409","경인선","오류동","333647","300245","20141009",""
"201409","경인선","개봉","680383","668257","20141009",""
"201409","경의선","검암","4","0","20141009",""
"201409","경의선","계양","3","0","20141009",""
"201409","경의선","김포공항","2","0","20141009",""
"201409","경의선","디지털미디어시티","1","0","20141009",""
"201409","경의선","홍대입구","1","0","20141009",""
"201409","경의선","서울역","2","0","20141009",""
"201409","경의선","문산","189300","186907","20141009",""
"201409","경의선","파주","54735","41377","20141009",""
"201409","경의선","월롱","65425","75369","20141009",""
"201409","경의선","금촌","199523","192655","20141009",""
"201409","경의선","금릉","135984","133035","20141009",""
"201409","경의선","운정","135759","124720","20141009",""
"201409","경의선","탄현","208230","201098","20141009",""
"201409","경의선","일산","237824","231996","20141009",""
"201409","경의선","풍산","115222","108680","20141009",""
"201409","경의선","백마","160843","148019","20141009",""
"201409","경의선","곡산","14110","14078","20141009",""
"201409","경의선","능곡","94719","84122","20141009",""
"201409","경의선","행신","206686","190455","20141009",""
"201409","경의선","화전","79268","74870","20141009",""
"201409","경의선","수색","37522","39816","20141009",""
"201409","경의선","디지털미디어시티","50083","44101","20141009",""
"201409","경의선","가좌","54389","54372","20141009",""
"201409","경의선","홍대입구","18839","26211","20141009",""
"201409","경의선","서강대","31626","30861","20141009",""
"201409","경의선","공덕","52394","50854","20141009",""
"201409","경의선","신촌","32108","42305","20141009",""
"201409","경의선","서울역","184547","202441","20141009",""
"201409","경원선","소요산","155628","124838","20141009",""
"201409","경원선","동두천","71850","96696","20141009",""
"201409","경원선","보산","63462","59847","20141009",""
"201409","경원선","동두천 중앙","139713","135775","20141009",""
"201409","경원선","지행","217678","213208","20141009",""
"201409","경원선","덕정","228640","220177","20141009",""
"201409","경원선","덕계","69585","64735","20141009",""
"201409","경원선","양주","296447","263846","20141009",""
"201409","경원선","녹양","156221","136435","20141009",""
"201409","경원선","가능","251262","236077","20141009",""
"201409","경원선","의정부","733654","768735","20141009",""
"201409","경원선","회룡","502467","469836","20141009",""
"201409","경원선","망월사","275199","281655","20141009",""
"201409","경원선","도봉산","151637","157932","20141009",""
"201409","경원선","도봉","195517","183553","20141009",""
"201409","경원선","방학","292551","281073","20141009",""
"201409","경원선","창동","4","0","20141009",""
"201409","경원선","녹천","155887","127151","20141009",""
"201409","경원선","월계","182015","169287","20141009",""
"201409","경원선","광운대","318372","296190","20141009",""
"201409","경원선","석계","355224","385832","20141009",""
"201409","경원선","신이문","296536","261743","20141009",""
"201409","경원선","외대앞","394255","367452","20141009",""
"201409","경원선","청량리(지상)","428183","494707","20141009",""
"201409","경원선","왕십리","480632","502760","20141009",""
"201409","경원선","응봉","56977","49074","20141009",""
"201409","경원선","옥수","1728","1131","20141009",""
"201409","경원선","한남","121256","118726","20141009",""
"201409","경원선","서빙고","58645","59258","20141009",""
"201409","경원선","이촌","129277","94472","20141009",""
"201409","경부선","광명","23629","18994","20141009",""
"201409","경부선","서동탄","43960","40537","20141009",""
"201409","경부선","당정","227840","222331","20141009",""
"201409","경부선","천안","344020","300854","20141009",""
"201409","경부선","두정","213870","242211","20141009",""
"201409","경부선","직산","34380","38217","20141009",""
"201409","경부선","성환","186374","183738","20141009",""
"201409","경부선","평택","471491","470005","20141009",""
"201409","경부선","지제","26193","26416","20141009",""
"201409","경부선","서정리","172777","168912","20141009",""
"201409","경부선","송탄","149223","144709","20141009",""
"201409","경부선","진위","48526","44634","20141009",""
"201409","경부선","오산","334550","319920","20141009",""
"201409","경부선","오산대","92389","93247","20141009",""
"201409","경부선","세마","76496","69086","20141009",""
"201409","경부선","병점","494318","493041","20141009",""
"201409","경부선","세류","133427","124297","20141009",""
"201409","경부선","독산","441766","461137","20141009",""
"201409","경부선","수원","1397413","1496366","20141009",""
"201409","경부선","화서","270207","271300","20141009",""
"201409","경부선","성균관대","526297","500426","20141009",""
"201409","경부선","의왕","258495","245337","20141009",""
"201409","경부선","군포","227039","208057","20141009",""
"201409","경부선","금정","883309","878569","20141009",""
"201409","경부선","명학","329518","330099","20141009",""
"201409","경부선","안양","896081","897291","20141009",""
"201409","경부선","관악","265605","241817","20141009",""
"201409","경부선","석수","352101","315319","20141009",""
"201409","경부선","금천구청","339616","317120","20141009",""
"201409","경부선","가산디지털단지","482901","559091","20141009",""
"201409","경부선","구로","651034","680508","20141009",""
"201409","경부선","신길","324576","257525","20141009",""
"201409","경부선","신도림","5","0","20141009",""
"201409","경부선","영등포","1489557","1592687","20141009",""
"201409","경부선","대방","455811","448782","20141009",""
"201409","경부선","노량진","1175390","1146333","20141009",""
"201409","경부선","용산","952923","983331","20141009",""
"201409","경부선","남영","335293","358313","20141009",""
"201409","경부선","서울역","25","0","20141009",""
"201409","9호선","신논현","860870","834369","20141009",""
"201409","9호선","사평","84570","80119","20141009",""
"201409","9호선","고속터미널","413353","399640","20141009",""
"201409","9호선","신반포","89012","91040","20141009",""
"201409","9호선","구반포","94204","101135","20141009",""
"201409","9호선","동작","59910","43326","20141009",""
"201409","9호선","흑석(중앙대입구)","348119","353202","20141009",""
"201409","9호선","노들","144163","122313","20141009",""
"201409","9호선","노량진","872514","935256","20141009",""
"201409","9호선","샛강","154426","162725","20141009",""
"201409","9호선","여의도","451438","454545","20141009",""
"201409","9호선","국회의사당","403505","416051","20141009",""
"201409","9호선","당산","445244","404917","20141009",""
"201409","9호선","선유도","186227","187119","20141009",""
"201409","9호선","신목동","119968","104102","20141009",""
"201409","9호선","염창","393688","361327","20141009",""
"201409","9호선","등촌","323139","326587","20141009",""
"201409","9호선","증미","211374","220996","20141009",""
"201409","9호선","가양","550310","514157","20141009",""
"201409","9호선","양천향교","197756","193232","20141009",""
"201409","9호선","마곡나루","45419","43142","20141009",""
"201409","9호선","신방화","201026","193500","20141009",""
"201409","9호선","공항시장","85481","95727","20141009",""
"201409","9호선","김포공항","262927","292482","20141009",""
"201409","9호선","개화","181893","111961","20141009",""
"201409","8호선","모란","138138","104105","20141009",""
"201409","8호선","수진","143755","132554","20141009",""
"201409","8호선","신흥","151844","153915","20141009",""
"201409","8호선","단대오거리","381274","342688","20141009",""
"201409","8호선","남한산성입구","444483","413302","20141009",""
"201409","8호선","산성","217979","213169","20141009",""
"201409","8호선","복정","238093","178553","20141009",""
"201409","8호선","장지","339102","327599","20141009",""
"201409","8호선","문정","158650","147473","20141009",""
"201409","8호선","가락시장","187796","214300","20141009",""
"201409","8호선","송파","158819","156906","20141009",""
"201409","8호선","석촌","255125","259131","20141009",""
"201409","8호선","잠실","243209","300735","20141009",""
"201409","8호선","몽촌토성","201436","215976","20141009",""
"201409","8호선","강동구청","293050","299926","20141009",""
"201409","8호선","천호","586698","607451","20141009",""
"201409","8호선","암사","496258","435534","20141009",""
"201409","7호선","부평구청","319192","241050","20141009",""
"201409","7호선","굴포천","231436","234481","20141009",""
"201409","7호선","삼산체육관","172305","156789","20141009",""
"201409","7호선","상동","380748","392606","20141009",""
"201409","7호선","부천시청","341027","345238","20141009",""
"201409","7호선","신중동","389507","386304","20141009",""
"201409","7호선","춘의","209596","201798","20141009",""
"201409","7호선","부천종합운동장","167474","154292","20141009",""
"201409","7호선","까치울","156676","140404","20141009",""
"201409","7호선","온수","332692","315564","20141009",""
"201409","7호선","천왕","232670","210470","20141009",""
"201409","7호선","광명사거리","818688","778780","20141009",""
"201409","7호선","철산","726504","719848","20141009",""
"201409","7호선","가산디지털단지","1098584","1124043","20141009",""
"201409","7호선","남구로","465120","480633","20141009",""
"201409","7호선","대림","321415","316018","20141009",""
"201409","7호선","신풍","346403","329017","20141009",""
"201409","7호선","보라매","279713","280966","20141009",""
"201409","7호선","신대방삼거리","460325","433051","20141009",""
"201409","7호선","장승배기","312554","296925","20141009",""
"201409","7호선","상도","347025","337132","20141009",""
"201409","7호선","숭실대입구","503523","492811","20141009",""
"201409","7호선","남성","337464","308943","20141009",""
"201409","7호선","이수","492782","485715","20141009",""
"201409","7호선","내방","397380","407809","20141009",""
"201409","7호선","고속터미널","583049","523343","20141009",""
"201409","7호선","반포","193904","182171","20141009",""
"201409","7호선","논현","564829","617057","20141009",""
"201409","7호선","학동","655161","721243","20141009",""
"201409","7호선","강남구청","492757","542053","20141009",""
"201409","7호선","청담","673849","757235","20141009",""
"201409","7호선","뚝섬유원지","310977","297170","20141009",""
"201409","7호선","건대입구","531724","559547","20141009",""
"201409","7호선","어린이대공원","527650","540567","20141009",""
"201409","7호선","군자","425818","315899","20141009",""
"201409","7호선","중곡","294793","266719","20141009",""
"201409","7호선","용마산","181889","170460","20141009",""
"201409","7호선","사가정","476655","458138","20141009",""
"201409","7호선","면목","474464","457689","20141009",""
"201409","7호선","상봉","506700","465950","20141009",""
"201409","7호선","중화","348188","329418","20141009",""
"201409","7호선","먹골","295125","281466","20141009",""
"201409","7호선","태릉입구","266795","249295","20141009",""
"201409","7호선","공릉","381833","376701","20141009",""
"201409","7호선","하계","596456","560452","20141009",""
"201409","7호선","중계","460384","415799","20141009",""
"201409","7호선","노원","605896","664973","20141009",""
"201409","7호선","마들","335871","304426","20141009",""
"201409","7호선","수락산","428024","412478","20141009",""
"201409","7호선","도봉산","366748","337290","20141009",""
"201409","7호선","장암","82802","31064","20141009",""
"201409","6호선","봉화산(서울의료원)","266313","249183","20141009",""
"201409","6호선","화랑대","391094","297051","20141009",""
"201409","6호선","태릉입구","152589","180718","20141009",""
"201409","6호선","석계","397529","401809","20141009",""
"201409","6호선","돌곶이","274401","249352","20141009",""
"201409","6호선","상월곡","189646","176144","20141009",""
"201409","6호선","월곡","388398","362660","20141009",""
"201409","6호선","고려대","304423","295421","20141009",""
"201409","6호선","안암","422435","431720","20141009",""
"201409","6호선","보문","244678","213291","20141009",""
"201409","6호선","창신","94449","80017","20141009",""
"201409","6호선","동묘앞","269461","269516","20141009",""
"201409","6호선","신당","220754","229199","20141009",""
"201409","6호선","청구","76864","88752","20141009",""
"201409","6호선","약수","101725","98895","20141009",""
"201409","6호선","버티고개","76685","73140","20141009",""
"201409","6호선","한강진","172161","204337","20141009",""
"201409","6호선","이태원","452606","515843","20141009",""
"201409","6호선","녹사평(용산구청)","189476","208184","20141009",""
"201409","6호선","삼각지","226800","173725","20141009",""
"201409","6호선","효창공원앞","237016","228243","20141009",""
"201409","6호선","공덕","483616","484703","20141009",""
"201409","6호선","대흥","259539","275776","20141009",""
"201409","6호선","광흥창","269070","257077","20141009",""
"201409","6호선","상수","275552","323238","20141009",""
"201409","6호선","합정","306042","342664","20141009",""
"201409","6호선","망원","333257","350426","20141009",""
"201409","6호선","마포구청","401199","342615","20141009",""
"201409","6호선","월드컵경기장","287059","302275","20141009",""
"201409","6호선","디지털미디어시티","450088","480609","20141009",""
"201409","6호선","증산","301378","286043","20141009",""
"201409","6호선","새절","408596","385721","20141009",""
"201409","6호선","구산","225618","164493","20141009",""
"201409","6호선","연신내","18","0","20141009",""
"201409","6호선","독바위","82004","92050","20141009",""
"201409","6호선","불광","158354","154764","20141009",""
"201409","6호선","역촌","102011","118151","20141009",""
"201409","6호선","응암","496030","476533","20141009",""
"201409","5호선","마천","176093","178261","20141009",""
"201409","5호선","거여","216468","200140","20141009",""
"201409","5호선","개롱","197077","195174","20141009",""
"201409","5호선","오금","110899","112799","20141009",""
"201409","5호선","방이","192901","195713","20141009",""
"201409","5호선","올림픽공원","180973","172409","20141009",""
"201409","5호선","둔촌동","380152","378911","20141009",""
"201409","5호선","상일동","350927","289374","20141009",""
"201409","5호선","고덕","239533","239433","20141009",""
"201409","5호선","명일","279524","272635","20141009",""
"201409","5호선","굽은다리","275110","255063","20141009",""
"201409","5호선","길동","209262","218958","20141009",""
"201409","5호선","강동","566754","468382","20141009",""
"201409","5호선","천호","608989","679487","20141009",""
"201409","5호선","광나루","452614","404369","20141009",""
"201409","5호선","아차산","456278","425758","20141009",""
"201409","5호선","군자","291161","321756","20141009",""
"201409","5호선","장한평","523712","525090","20141009",""
"201409","5호선","답십리","449165","413751","20141009",""
"201409","5호선","마장","179863","176954","20141009",""
"201409","5호선","왕십리","148105","178764","20141009",""
"201409","5호선","행당","243958","210433","20141009",""
"201409","5호선","신금호","154589","156578","20141009",""
"201409","5호선","청구","143227","130357","20141009",""
"201409","5호선","동대문역사문화공원","79886","95845","20141009",""
"201409","5호선","을지로4가","133497","140147","20141009",""
"201409","5호선","종로3가","387770","394707","20141009",""
"201409","5호선","광화문","978634","1034802","20141009",""
"201409","5호선","서대문","473196","487606","20141009",""
"201409","5호선","충정로","140638","149028","20141009",""
"201409","5호선","애오개","146122","149913","20141009",""
"201409","5호선","공덕","391649","408768","20141009",""
"201409","5호선","마포","388892","406739","20141009",""
"201409","5호선","여의나루","328902","347202","20141009",""
"201409","5호선","여의도","573203","648653","20141009",""
"201409","5호선","신길","83512","96875","20141009",""
"201409","5호선","영등포시장","212336","228397","20141009",""
"201409","5호선","영등포구청","94091","95601","20141009",""
"201409","5호선","양평","163412","164506","20141009",""
"201409","5호선","오목교","739473","790290","20141009",""
"201409","5호선","목동","559445","581202","20141009",""
"201409","5호선","신정","405768","324613","20141009",""
"201409","5호선","까치산","848204","798999","20141009",""
"201409","5호선","화곡","826857","746514","20141009",""
"201409","5호선","우장산","440245","426146","20141009",""
"201409","5호선","발산","307509","305080","20141009",""
"201409","5호선","마곡","81849","68114","20141009",""
"201409","5호선","송정","318462","312544","20141009",""
"201409","5호선","김포공항","237054","215799","20141009",""
"201409","5호선","개화산","168407","153705","20141009",""
"201409","5호선","방화","212112","200944","20141009",""
"201409","4호선","남태령","36266","30401","20141009",""
"201409","4호선","사당","980941","786841","20141009",""
"201409","4호선","총신대입구","650758","722866","20141009",""
"201409","4호선","동작","78806","83641","20141009",""
"201409","4호선","이촌","248612","284075","20141009",""
"201409","4호선","신용산","377749","405293","20141009",""
"201409","4호선","삼각지","159888","198575","20141009",""
"201409","4호선","숙대입구","532644","521319","20141009",""
"201409","4호선","서울역","322025","544172","20141009",""
"201409","4호선","회현","834630","896268","20141009",""
"201409","4호선","명동","1233248","1358210","20141009",""
"201409","4호선","충무로","981780","1015463","20141009",""
"201409","4호선","동대문역사문화공원","666057","618485","20141009",""
"201409","4호선","동대문","739497","752300","20141009",""
"201409","4호선","혜화","1227485","1304886","20141009",""
"201409","4호선","한성대입구","511300","486391","20141009",""
"201409","4호선","성신여대입구","806259","731283","20141009",""
"201409","4호선","길음","862295","829562","20141009",""
"201409","4호선","미아사거리","1010640","964276","20141009",""
"201409","4호선","미아","570249","517964","20141009",""
"201409","4호선","수유(강북구청)","1355826","1310633","20141009",""
"201409","4호선","쌍문","993038","846099","20141009",""
"201409","4호선","창동","886170","960311","20141009",""
"201409","4호선","노원","686805","763795","20141009",""
"201409","4호선","상계","641081","570353","20141009",""
"201409","4호선","당고개","395726","371415","20141009",""
"201409","3호선","오금","198336","173837","20141009",""
"201409","3호선","경찰병원","206024","200639","20141009",""
"201409","3호선","가락시장","254886","235708","20141009",""
"201409","3호선","수서","344353","348491","20141009",""
"201409","3호선","일원","266949","280312","20141009",""
"201409","3호선","대청","321280","279958","20141009",""
"201409","3호선","학여울","80760","82622","20141009",""
"201409","3호선","대치","343275","316603","20141009",""
"201409","3호선","도곡","225456","176103","20141009",""
"201409","3호선","매봉","317278","298846","20141009",""
"201409","3호선","양재","1197883","1277135","20141009",""
"201409","3호선","남부터미널","1053752","1101762","20141009",""
"201409","3호선","교대","413616","303039","20141009",""
"201409","3호선","고속터미널","1699873","1809811","20141009",""
"201409","3호선","잠원","170431","161989","20141009",""
"201409","3호선","신사","893994","983749","20141009",""
"201409","3호선","압구정","1042404","1143568","20141009",""
"201409","3호선","옥수","307510","316133","20141009",""
"201409","3호선","금호","235446","211750","20141009",""
"201409","3호선","약수","420981","399523","20141009",""
"201409","3호선","동대입구","350722","402786","20141009",""
"201409","3호선","충무로","26","0","20141009",""
"201409","3호선","을지로3가","269654","284803","20141009",""
"201409","3호선","종로3가","246612","321438","20141009",""
"201409","3호선","안국","795111","885795","20141009",""
"201409","3호선","경복궁","716079","771480","20141009",""
"201409","3호선","독립문","232318","238637","20141009",""
"201409","3호선","무악재","126665","125027","20141009",""
"201409","3호선","홍제","607073","566203","20141009",""
"201409","3호선","녹번","451301","387924","20141009",""
"201409","3호선","불광","552019","607603","20141009",""
"201409","3호선","연신내","1199271","1113209","20141009",""
"201409","3호선","구파발","506914","407707","20141009",""
"201409","3호선","지축","44071","48117","20141009",""
"201409","2호선","용두","63953","68309","20141009",""
"201409","2호선","신정네거리","314170","310157","20141009",""
"201409","2호선","양천구청","207047","220220","20141009",""
"201409","2호선","도림천","26349","29998","20141009",""
"201409","2호선","신설동","111925","106359","20141009",""
"201409","2호선","신답","40248","44673","20141009",""
"201409","2호선","용답","73190","73636","20141009",""
"201409","2호선","충정로","328076","360159","20141009",""
"201409","2호선","아현","248945","240663","20141009",""
